id	filename	md5	size	state
ded0622f-01f4-4c98-aae0-b3df5da4dba8	a351b052-f51a-427c-bba7-dd9d784a8c35_gdc_realn_rehead.bam	52fc7e39660d2fd8db21c86bbacd4afd	20274491305	released
c1c7311e-833d-4999-976a-06bf7120adab	77bbd40a-f17f-42b0-a3a3-7a81d37f61e1.htseq.counts.gz	11e6cab4d4d64182ba4d20e35871fab4	258344	released
2fa2d47a-ba4c-4b60-850d-600b59005348	175f3b18-77d1-4532-90c8-b6d7ad198363.htseq.counts.gz	0702f5381cc864206409e8d96d597c69	264794	released
afd55635-0ecf-440c-94f4-632759f51453	3c7ad707-4517-4ae1-bfe0-64cbe73ee156_gdc_realn_rehead.bam	65e2e1b3dafb251fe83cce1ca3d42aec	10346084439	released
750d891c-d356-40ad-9ea1-9b52d39a5153	c109f829-3cd1-4cac-a797-917cdbe7c253_gdc_realn_rehead.bam	52c1d6d2f100461fc30af8529443cfdb	21321475045	released
b2ac9a30-b5db-4b1c-83a9-92f82c2929b2	4e77f51a-1bff-42b3-b126-275b78d77cc2_gdc_realn_rehead.bam	0f25f6ca388d4af3f4c9b1ce7bfa5367	18876141677	released
37bf994a-7976-4a38-8abe-7f03216902db	d5c60442-2a49-469f-a717-487829bcccc5_gdc_realn_rehead.bam	abef39603165642cebe9caa57572868c	16748022902	released
c2865fec-b922-4543-9676-b8b98de7be04	5e386e58-4937-4991-b0a4-c70114212fbb_gdc_realn_rehead.bam	3e2c82d46c7a2cec4735639db36d606f	14443640467	released
266e5ac2-c7c5-438c-aa22-43924699f7f6	8016a16b-2e9c-48ab-a614-1f37b027e7ab_gdc_realn_rehead.bam	4a77a918ef9b69bdee2c31c4f88524ad	10957256634	released
af1f7068-68c4-49ee-a6e7-09deebb16d0c	d2c53d67-fd5a-4b3f-ae58-b2a4b5922486.htseq.counts.gz	6b0bedbaffa8e732a4bf6c08822d94df	265790	released
12098c7c-542f-4691-82db-ce621a81cc64	e2887ff1-23dc-4e8c-a517-bdd92ebb0f58_gdc_realn_rehead.bam	0c79b9a1f5095d7a15ff4b7fda4e9c98	12224840303	released
b56bbaa0-ac95-45a2-9128-08a273e94e60	3e56994e-35b6-4f30-ab05-8621a7eb12e5_gdc_realn_rehead.bam	b8010354544ecc5d2d68d482d6ca29a4	12130808224	released
c6f4d7bd-d539-48ae-ad17-fa39eda5ff57	b3113d8e-5469-460e-a143-e51d07c64e48.FPKM.txt.gz	f3e4ecb5612c2bb7f31eab388b067d67	553329	released
89c59306-0d06-44c4-b76c-889f7baaa011	3aabd300-ffc2-46dd-81ff-492c6bcee361.FPKM-UQ.txt.gz	5d008c89d627090e12a14f719f486e51	569390	released
49626653-bbf9-4c00-b20a-75d6f0c8ebff	637b3148-f0e2-4c0b-87e0-5f33f32a9e95.htseq.counts.gz	2e4faf6106b022573ffcf4e3cd9a80da	260754	released
771daaac-99f5-4902-af18-9464fa39dbe3	83d95d1d-c130-4ef4-af98-3143c8b12dbf.htseq.counts.gz	b0530d7593c97f1eb1e7a865eaf7e792	266810	released
a1b4b1e1-7a23-4521-87bc-ec4882e5c758	be24275b-1680-4a0b-ba96-64b12f495de1_gdc_realn_rehead.bam	b36983e0e50a3396dd7a97d40c0a92c1	20449199567	released
fa824db1-d19d-4057-881e-805531c845eb	6b84d5ad-fe25-4569-910b-bf45a2fb99f2_gdc_realn_rehead.bam	b5533cc403f9bc1caea19b4fa5be96a4	10414273626	released
6a84a673-bc12-4306-85cc-d5bc58ba595e	83d95d1d-c130-4ef4-af98-3143c8b12dbf.FPKM-UQ.txt.gz	3127b17ec7168b2149872c58278a76dc	617602	released
6cb6c206-0249-419d-9d15-bfc405ed8778	8a1347e6-3475-48aa-af4a-87b7866c4a85.htseq.counts.gz	cc0fc837a740fb149a05042290bace97	254160	released
e210b792-6e5a-4e81-8aae-195f563de38e	6017c75f-8410-410b-91fc-54035008c1d9.htseq.counts.gz	50713162ffecac8a11b3bda6abcfdc06	262259	released
1eda5c64-86fb-43a6-82d2-29d592eae280	cb07c3d1-6478-4239-bcc5-05d7e92f051d_gdc_realn_rehead.bam	d0a7325c9828676590ac909cd83aa14f	15109057373	released
3af181d2-b5a7-4c4a-8133-edd9407c059e	5a9910f9-71b4-45fa-bd9a-09538ad02a7f.FPKM-UQ.txt.gz	f4a921d56e7d6c2ae253c3b63702628a	574267	released
837d5c22-d943-4f1e-aa18-1ecf9d65e1c5	69b4feb7-1adc-489f-87a9-1295207cc7a8.FPKM-UQ.txt.gz	0ae28484552a9816e553bfc0229770dd	544727	released
01e937b4-9d9b-45d3-b7eb-5665ae0900c0	1fe789b0-77e7-481e-a4df-fe4c9517fb2c_gdc_realn_rehead.bam	3fc96339a1681c62a4c392c5d8898b5a	13753731435	released
39a63864-45c5-4616-bc1f-5dfab1332adb	7b4606fa-ebd0-4c93-8b3d-1c3c1504c6ff.htseq.counts.gz	ae9a7c4f176c9306fbed53639df590b0	253407	released
4d16ca6b-f775-41fe-900f-e52380969888	a95b1bb4-5428-418c-8677-2293808aeb2a.htseq.counts.gz	7848f9c81a8b7c00f5e700d3fef3268e	262664	released
c6cdba68-6da1-454c-a321-4bf8cd4dbf93	dc9a90f9-cfee-4e75-b1b4-ace36b09ea16.FPKM-UQ.txt.gz	30b6b1aa45905b9c959debcffd2ef43d	581999	released
aa4d1c9f-bc5f-49d8-86f1-f0d158383336	44367704-e759-4cfc-8be1-45d25fd4b7d5_gdc_realn_rehead.bam	45b5c6aea52259f91af95c55159f2c56	16253406659	released
2f8d3a6c-9288-4886-8005-36b2a7167e66	dfa5f4a6-d885-4e83-a33b-8b381a2d6204.htseq.counts.gz	991e2b31ec35219d4bfd530b46f3d045	254053	released
b4554b9c-10c2-4218-8f66-5aa8c11c8b94	afb77eb0-040c-4d6a-a920-8a9f207a8695.htseq.counts.gz	d7d575338d92783ecbede960bb304f8f	255662	released
665f3b93-3054-41ab-b811-363cd85d7583	6ab7a293-ffd5-4852-9856-448df21b9b08.FPKM.txt.gz	1831ae0893da6bb759a86d16996fc2af	531656	released
179a0aa4-687d-42b5-8b01-07146fdd2fd6	e2d03205-d55a-44de-a1d6-fc918d248b01.htseq.counts.gz	e81c6b2eb09a55b5d7ae327030cc2e74	261708	released
c3e2e256-032a-4ebc-b15f-9243cba865fa	9e18e4be-2f38-48f5-bef5-168986c06b0f.htseq.counts.gz	b944517752f4b80622ead7954e5bd344	259851	released
32f23bf5-c11f-4593-a5f1-d528d7e15f83	c8696c52-d14d-4fad-92f7-5e0e66d4de06.FPKM-UQ.txt.gz	ef89c88a3e2bbf6443c0ce33ad005c89	573527	released
155bcdbc-c430-45f3-b964-17e32d04f421	372c0939-f982-481d-b0a8-691eddf5e154.htseq.counts.gz	41ca1dffe39719421c9ab8514d7a26ba	254335	released
1d48326e-dc80-416c-8f94-1618c4bd6eea	cf004694-2c63-4b88-8058-214578f369ea.FPKM-UQ.txt.gz	cc3c157cb614ded957db56894a782a35	566865	released
e4fe7005-e30a-404a-a76b-0a6fcc509e5e	20e7481c-3465-499a-8684-c9907ed1f849_gdc_realn_rehead.bam	674c7794435b80d387cf32ee394f5ab1	20970140201	released
270081d0-6998-47a6-aac8-0fef27dcfaf2	a62e065d-0a46-48ad-a3f4-731cf7c56b19_gdc_realn_rehead.bam	c6c152b569b3a55829a2672241d7e14a	15509741865	released
23cc5c0f-93fb-4c19-babc-108aad1a4cb5	0772afa9-32f8-404f-a0cb-439bd320e8f6.htseq.counts.gz	8453826359a0a88346d8652d4f7f7ea7	264272	released
814f73a7-04f6-4b30-810e-90c557ea1e84	3a55c873-bda1-4c1f-89fb-89925e08008c.htseq.counts.gz	df4a24623ca90b60eeef8351487dc1ee	245647	released
cff91679-7253-480d-9737-f45420c1303d	922886ab-07a2-41be-8c0c-91d0719f19b6.htseq.counts.gz	cb241ee36cff4d346258742ed986d2ab	263205	released
7488fbca-8d0c-4832-8cb9-7a78d0e07d36	73202a91-d390-4c09-909d-82e5c893c454.FPKM.txt.gz	ede7cada8a88291e96d3b1963f77e876	541071	released
922ed90a-f5cb-4590-b59d-3865edcbcb9f	40096c84-0ef0-4d51-a862-f74ca9c509bb.FPKM-UQ.txt.gz	c6c0e80d76a2c14f4757d9868a57f215	539182	released
bb5df010-fc11-4efc-9b23-570989238922	5ba370c6-6456-4b48-a0bd-f2976dce0262.htseq.counts.gz	719a7de89e3a458cfcd4fb49c2bb6617	260827	released
fd3e9535-1052-4ef0-8a0f-b535099a5de0	aeffc030-7e5a-478d-bb80-18c25ca041ae.htseq.counts.gz	a80ca42a28904b660d65cb460fa01e39	261510	released
2747a34f-dbbf-4c92-b06b-5bcc82522e5f	030fc840-4fb5-4231-89e8-b9d5a4cd6ad5_gdc_realn_rehead.bam	128bd72b268dbf850a9498d14a6caef7	11725138375	released
ddae3202-003c-4c40-8562-d454d6a434b1	9a8e4d3a-cbe1-435f-b0f9-02238a3236c6.htseq.counts.gz	7d33d521c3def89ff476b5279822a8bc	267894	released
e29e22a5-15a3-493b-a1b9-5abb8552e9ce	6b1aaa14-bcf6-4bcc-9d53-5ebf8b05c46d_gdc_realn_rehead.bam	d19cd25af0fef8535be5052d3dc62d5b	14107727391	released
7d89d71a-664d-46e4-add7-b78086e766fc	e265b57f-ea33-4fed-9fa5-3706d7f6abf0.FPKM.txt.gz	8305dbdc9e57f96d033d1de27f100ba2	535555	released
7fb5dd82-a21d-47fd-84eb-76cdffbbcbbb	2daf968e-55ba-42e4-a420-25a691604027.FPKM-UQ.txt.gz	9382668100fa1c2d5305dd8aaf273879	546126	released
2b1a5a4f-0add-408a-b795-806ac2eeaa1e	0a4fbb80-d2b3-4e72-942a-dd2e2964ec0e_gdc_realn_rehead.bam	6557ece46c14eb4e8adde994b355cf8f	21488203259	released
5f2e5f81-4791-4ec6-80e3-4a0dec64180e	d8b37f77-500a-4c1e-b344-41f4e0c6fea6.FPKM-UQ.txt.gz	f53bc44f9289923bc3fcaf6709f4db8f	573604	released
f61b4c9a-b4d8-417f-a3b9-a18890c25932	99df0f6e-3265-4ea6-84a3-58f1559f632a.FPKM-UQ.txt.gz	a2b993662b017b3f5a0f8616ca53655e	559870	released
c5a79e4c-c436-4f80-b776-005cade85d54	559fe14a-1ebb-45bd-9fc7-2ccd5a3414e9.FPKM.txt.gz	c3820653e081744da19985287009d05f	545301	released
7b089cd4-27e8-4e90-9c02-581b3d24f35f	db006b3d-fe93-4453-a51e-d78d5c670f9f.htseq.counts.gz	1b6d977edd93a02c1e3493fdea458ff1	258360	released
60f4aaad-5326-4478-bd94-6ebb3ac981b1	670768c3-4ca7-4e06-816f-8fc7c0b4a80c.FPKM-UQ.txt.gz	763ff99c1c821f3f405328417a169470	531352	released
ef1d5bac-1c97-4529-89d4-2410e4356701	ffb57dee-ba76-4251-87cb-e024a995371c.FPKM.txt.gz	5a6665c6b2b5c8640f293f6203c6f8a2	514029	released
b2142d9c-57a1-4203-b9fc-30337f008e7f	b0ca67d9-b6c5-47b6-8ad1-045e05bc96aa.htseq.counts.gz	f67132523475005332118798230470c4	263695	released
e5d03a61-4b66-46bd-92bc-c07aea2cea91	e337ac3b-a70b-4ae9-b722-99301a2b3d13_gdc_realn_rehead.bam	9865f028dbb459004a550b01728d163f	22096029928	released
49f47807-372a-49da-8dcd-e71853c64cd2	ab0c5b41-c6d6-4591-a11e-9255705d0d6b.htseq.counts.gz	fc8991c03344fdfc4468cc3cd6c34421	258569	released
a48f58a9-4b43-4d0d-ba26-1b6f27fe91a6	aeabc5e2-27d2-4bcc-84ae-84cc60beeec0.htseq.counts.gz	087d525d6d46affcd0ddd3c17a44b320	263959	released
c4490ac3-0cd2-47fd-a60b-07940f52620a	aeffc030-7e5a-478d-bb80-18c25ca041ae.FPKM.txt.gz	e77266a90024e8990f9d1afff2d5f6e9	576679	released
b60bf55c-fb08-4b96-bca9-40062b07c211	8f8c0743-cab3-47a2-8fb2-b59d8ae1088f.FPKM-UQ.txt.gz	77b18ae0d8247dfd1931daa0e6f745a5	581343	released
62a8b1c6-87d8-4d68-9340-d571aaa3558a	e6d55c2b-f54b-4d4c-a93e-2d978f57ad4b.FPKM.txt.gz	6ed2220c7c69ac040ef7d02adf98d339	554826	released
b8c514f8-e9fc-46d2-9a3a-97d7a59e8d31	b032fc61-5872-48a1-9d77-5343d3da6525.FPKM-UQ.txt.gz	95f34485990691ecc4221b01074e7af0	593109	released
0beb0618-7be2-4ee0-b77b-6bb3250f86f9	cc132a3c-678d-460a-9dac-afee6a77fffb_gdc_realn_rehead.bam	f7cdb9b55c2ab6896f4e3630344edeff	7796622447	released
d8ee5ecb-a3da-4b1c-abc9-1e70f6f9107a	9a85724b-7f34-46a8-a758-7fcb996dbe51_gdc_realn_rehead.bam	ba1a1f28661d82c461a8f2621c0511ab	21723127910	released
1a86f44d-0b67-40bd-a32f-fe53cc5437b6	fee4b635-09ae-4b1d-8d5f-338da81f98ee_gdc_realn_rehead.bam	9223f49ee30f8d68e813e46b8206d023	20835799866	released
40beb314-5bb4-4cee-ab06-0838bf427d7d	043d917d-4265-43ad-be01-cf857ddd84eb.htseq.counts.gz	b687bf7bd04165c58eadf4135b2f7649	257630	released
29e7c719-ce0c-4865-ba54-10e5347aee76	c8494a13-75d7-445b-9ec0-83ff9aef8eb8_gdc_realn_rehead.bam	d2ac2331a071e27fed34322c53615790	22264770294	released
53557431-b279-474c-bda4-900859605164	3aabd300-ffc2-46dd-81ff-492c6bcee361.htseq.counts.gz	e0055d8a82c7b0df28aaf4366ddb21c8	259997	released
9488d081-b654-4515-bfd2-8912f9c62a4a	1db01a3d-953a-4b7b-b20c-a1757fb44ae1.FPKM-UQ.txt.gz	b256cb68de5e11b0423bcc25defa7650	532097	released
45cedb3b-b791-43c2-90e9-494739f9b201	73b6081a-2950-4281-b1e6-6260de4c8f3d_gdc_realn_rehead.bam	427b37cbf50caa4f768419e49e7ba14f	12589679020	released
57a2e918-5c5f-4628-9c52-af3f067e1826	e9a0aaed-3a83-4bb3-a0ad-ffeee636271e_gdc_realn_rehead.bam	4ae7adc957a69f83daf62e351e700e8b	8088941814	released
7c49b585-b4fa-485e-84fe-e87254ba6931	efb7b03d-e283-47be-9233-edf945abb012.FPKM.txt.gz	744ce06e928510bdf375eeda7d16650f	567483	released
f75c5cbd-c62b-460b-bfba-91ff619cafbe	0946b4a9-fa60-4587-95f6-acc3e3d84a2b.FPKM-UQ.txt.gz	5e224cff39a74e0c37fc3376a13eab9a	512682	released
23da2a74-cfab-4326-89ed-62c94012c7c8	a07d8ca0-ae1c-41c7-852c-0446b7a84df9.htseq.counts.gz	99d7fe37241c43188944f0105583b1b3	261152	released
51047818-14ae-4503-8a72-13fdd1d35581	acabdb00-fd4b-4a95-9326-140ce8541760.htseq.counts.gz	1a5c6cccc90e14846d15e53bf030d628	270334	released
2c7818ba-49ab-487f-8274-7ecf175ca5d2	027e4192-ded7-4985-bc5c-d50f86fdd534_gdc_realn_rehead.bam	79077b51e19de438eab49611f4d68c57	9654371068	released
79764edb-e99d-4e22-9413-7c360f5f9f33	1b204ec8-80b0-4deb-8e19-3b6558f00b09_gdc_realn_rehead.bam	00871ad0953df0ca54febaef0351c039	18447936113	released
9f99b928-a802-463f-8338-91618553a229	d01f4d5f-aa4b-490c-b15f-01eb4a312641_gdc_realn_rehead.bam	fcc877433fb351c1fb9c7a40e5388955	18621633574	released
19b2275d-450a-4873-adb5-f309e0ea6965	f7af0b8a-cbd3-4246-8b24-fb081450e6fd.FPKM.txt.gz	f44239d49c0645a0ea2bf6740e351049	557711	released
d93bd426-9e1d-40d3-aef1-d41ad2ddbf83	26e2802e-9a1a-4a97-97d4-6112eff39b75_gdc_realn_rehead.bam	57c5ecdf88e61f23da1739b5a9e9db5c	17946767186	released
c2687963-654e-43e7-9dbc-28f54c396de0	0a432ebe-f4ac-43c5-bf3a-db0e358335da_gdc_realn_rehead.bam	ed7a115d962529bf5b9e9afc020bfc3d	19520067352	released
d24ce1dc-2b9b-4c07-a0ad-8987cefc6817	efdd0420-eff3-4b0b-b95b-9b7e704bec1f.FPKM.txt.gz	ddb6c96c258a24a11363404369c361fc	556236	released
0484bd52-a42c-4231-935a-fd008505766c	71e90570-c4d4-4c7f-b6af-b6fb338fde70.FPKM.txt.gz	048bcedf898c562924091d037e78487b	577122	released
a26f7652-8326-4d0d-99de-447a64d11834	bc9e63bf-fd1c-425a-8976-bc222413c489.FPKM-UQ.txt.gz	04fb81841fb65e9d4f247fac907d9eaa	595238	released
5fd84e63-7247-4394-8dbe-8f7e26319a5a	e53a7c37-bd31-42a3-84fd-14fed7c6bf44.FPKM.txt.gz	8b2c8b4cae547ca99b25741911d024cc	619641	released
c4ac1f4b-2c5e-4c13-be97-ac26a5f6b468	60817736-cc15-4f46-95d3-5da374ab246d.htseq.counts.gz	585218c1c7613c428a7ea6ba02cf27f2	269784	released
abb5241f-c201-498f-806e-e26a01330f75	e044430f-f1ab-4831-a11b-a4390759fbfb_gdc_realn_rehead.bam	6c7ec28b4ce8377cf3b8f2411bae9c07	20721275025	released
3b3003a0-598f-47fe-b9d9-8824875a4964	351f5723-7a2b-487e-8c1c-4c627afd2141.FPKM.txt.gz	798ad9fae60382f526a35af4be09e748	544922	released
48ca91f5-a1fe-443a-910b-8055b9a40b71	4a37f4eb-efe0-4e09-b4b7-60c1467657d0.htseq.counts.gz	53437c93008b49f938d143760e49eb22	259151	released
